Datum - Olomoucký kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
22.09.2022;207;48;1;10;0;;379;354;733;1;2;1;5;6;15;12;14;13;27;29;16;10;17;14;9;7;9;0;1;0;0;0;0;0;0;0;1;0;0;4;2;0;9;13;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.09.2022;225;49;;8;0;;366;350;716;3;2;4;3;15;15;21;15;17;22;13;22;21;18;16;7;6;2;3;0;0;0;0;0;0;0;0;0;0;0;4;2;1;9;11;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.09.2022;26;38;1;8;1;1;55;45;100;0;0;0;0;1;0;1;1;2;3;4;4;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;7;8;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
25.09.2022;6;41;1;9;0;1;38;5;43;0;0;0;0;0;0;1;0;2;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;2;0;10;6;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
26.09.2022;402;63;4;23;3;1;714;345;1059;2;0;2;4;25;20;19;36;27;56;33;54;26;16;32;17;14;19;0;2;0;1;0;0;0;0;0;0;0;1;4;4;2;12;9;15;13;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;2;3;3;5;5;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27.09.2022;300;52;2;12;0;1;509;397;906;6;1;3;2;16;17;14;12;22;38;37;43;16;13;22;15;11;12;0;4;0;0;0;0;1;0;0;0;1;1;4;0;2;10;7;13;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
28.09.2022;99;51;2;14;0;1;27;132;159;1;1;1;4;7;8;12;12;11;11;7;8;7;1;4;4;0;0;0;2;0;0;0;1;1;0;0;1;0;2;3;0;0;9;11;13;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;3;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
29.09.2022;284;69;3;23;1;2;558;282;840;2;0;5;2;11;13;10;8;29;35;22;38;26;15;29;18;9;12;0;1;0;0;0;1;2;1;0;1;0;3;2;0;2;12;17;16;11;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;4;6;3;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
30.09.2022;316;65;4;13;2;2;410;377;787;2;4;0;3;8;10;16;18;24;35;36;45;24;36;22;16;14;3;0;1;0;0;0;1;1;0;0;1;0;2;1;1;4;11;16;16;10;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;1;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
01.10.2022;63;56;5;10;2;2;32;84;116;1;4;2;3;5;5;4;4;8;4;6;2;0;4;1;4;3;3;0;1;0;0;0;0;1;0;0;1;0;2;1;1;5;11;14;11;8;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
02.10.2022;10;50;4;4;1;1;40;2;42;0;0;0;0;0;0;1;1;0;0;1;1;1;0;2;1;1;1;0;0;0;0;0;0;1;0;1;1;0;3;1;1;4;7;14;10;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
03.10.2022;398;76;5;28;2;2;769;331;1100;6;2;2;9;16;30;29;33;32;48;41;39;20;23;27;21;12;8;0;0;0;0;1;0;1;0;1;2;1;4;2;3;7;12;18;14;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;1;2;3;5;6;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
04.10.2022;283;72;3;18;0;;494;281;775;2;0;1;4;11;18;13;20;23;27;30;13;29;13;21;20;16;19;3;2;0;0;0;0;2;0;1;3;0;2;2;3;5;8;17;15;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.10.2022;245;73;3;15;2;1;393;266;659;6;0;1;2;17;13;8;22;22;26;12;25;18;11;27;16;6;13;0;2;0;1;0;0;1;0;1;2;1;2;3;4;6;9;13;12;16;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;2;1;2;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
06.10.2022;223;78;2;18;0;1;360;235;595;3;2;0;3;8;13;10;22;15;17;22;20;14;21;22;14;7;10;0;2;0;0;1;0;0;0;1;2;3;2;1;4;8;12;14;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;2;0;0;0;2;4;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
07.10.2022;211;78;4;17;2;;328;280;608;2;2;2;2;8;12;15;10;17;29;18;21;18;22;7;13;7;6;0;2;0;0;0;0;1;0;1;2;3;2;2;5;6;12;10;13;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;2;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.10.2022;27;68;4;11;3;1;28;43;71;0;0;0;2;0;1;2;2;1;3;3;5;0;2;1;3;1;1;0;4;0;0;0;0;0;0;1;1;5;1;1;5;5;8;9;11;17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
09.10.2022;15;80;6;15;3;;26;9;35;0;0;1;0;0;1;1;0;0;0;1;0;1;1;2;3;3;1;0;4;0;0;0;0;2;0;1;2;5;1;1;6;6;11;11;13;17;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;2;0;0;1;0;0;0;1;1;3;2;3;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.2022;336;98;5;23;0;1;673;212;885;5;1;1;6;9;15;16;20;30;43;26;33;25;18;28;32;15;13;0;4;0;0;2;0;2;0;1;2;5;2;2;6;11;11;12;17;21;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;1;5;2;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11.10.2022;250;83;4;12;2;3;388;240;628;5;0;4;3;9;13;12;24;19;30;21;23;25;17;14;13;12;6;0;2;0;0;0;0;3;0;1;2;4;0;2;4;7;10;10;16;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;1;2;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
12.10.2022;206;81;5;18;2;1;365;175;540;2;3;1;2;6;9;15;14;22;28;17;12;12;17;15;12;9;10;0;0;0;1;0;0;2;0;1;1;2;1;1;3;8;11;8;17;25;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;3;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.10.2022;147;72;3;9;1;2;306;159;465;1;2;3;3;4;5;9;9;5;14;12;18;12;14;13;11;7;5;0;1;0;0;0;0;2;0;1;1;2;0;1;3;6;11;7;16;21;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
14.10.2022;187;56;1;9;0;;264;407;671;2;1;4;1;9;10;10;10;13;14;15;22;11;19;19;13;6;8;0;1;0;0;0;1;2;0;0;1;1;0;1;2;4;11;8;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.10.2022;22;52;4;8;3;2;14;30;44;0;0;0;0;0;0;2;4;2;2;1;4;0;1;2;3;1;0;0;1;1;0;0;0;1;0;0;1;0;1;1;2;5;9;7;13;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
16.10.2022;5;55;3;11;0;;34;5;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;0;0;1;0;0;1;0;2;1;2;6;9;6;14;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.10.2022;214;67;5;16;3;;529;157;686;0;2;1;2;4;9;13;14;18;17;26;20;18;15;20;13;12;9;1;0;0;0;0;0;2;1;0;1;0;2;1;2;7;8;9;18;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;3;4;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.10.2022;146;73;3;21;1;1;326;158;484;0;1;0;1;3;11;9;5;14;16;14;13;15;13;6;11;8;6;0;1;0;0;0;0;2;1;2;0;0;2;1;2;5;10;11;19;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;2;0;0;1;0;1;2;2;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
19.10.2022;109;57;3;6;0;;280;118;398;0;0;0;0;3;9;2;6;10;11;7;6;10;8;15;12;6;4;0;0;0;0;0;0;2;0;2;0;0;1;1;3;2;9;9;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.10.2022;109;49;3;9;1;3;245;129;374;2;1;3;3;4;1;10;10;8;7;10;8;9;4;10;12;5;2;0;0;0;0;0;0;1;0;2;0;0;1;0;2;2;7;10;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
21.10.2022;114;49;2;12;0;1;224;174;398;1;2;0;0;5;3;5;5;7;15;11;10;6;14;13;11;2;4;0;0;0;0;0;1;2;0;0;0;0;1;1;2;3;8;10;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
22.10.2022;15;43;2;8;0;1;11;30;41;1;0;1;0;1;0;1;1;0;0;2;0;3;2;2;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;1;3;4;6;9;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
23.10.2022;3;42;2;1;0;1;17;4;21;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;3;5;5;8;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
24.10.2022;158;49;1;11;0;;466;152;618;1;1;1;2;8;10;11;11;7;8;15;20;17;7;15;8;9;6;1;1;0;0;0;0;2;0;0;1;0;2;1;3;4;7;10;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.10.2022;104;51;1;16;0;;290;117;407;0;0;2;2;2;3;7;8;10;11;7;8;7;14;11;4;4;4;0;1;0;0;0;0;1;0;0;0;0;2;2;4;5;10;8;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.10.2022;84;50;1;11;0;;229;98;327;0;1;0;0;6;2;7;4;9;7;9;6;7;5;7;3;8;3;0;2;0;0;0;0;0;0;0;0;0;2;3;5;5;7;8;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2022;77;57;3;13;2;1;163;79;242;1;1;0;0;3;5;4;5;3;2;7;12;6;6;11;5;4;2;0;2;0;0;0;0;0;0;0;0;1;2;3;5;5;10;8;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;5;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28.10.2022;9;40;2;2;0;;20;17;37;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;3;3;4;7;6;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.10.2022;1;37;2;1;0;;22;7;29;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;3;5;7;4;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.10.2022;4;36;2;0;0;;27;1;28;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;3;4;7;4;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.10.2022;150;42;4;13;2;;436;144;580;3;1;0;2;4;4;11;8;17;12;12;15;13;17;9;11;4;7;0;1;0;0;0;0;0;0;0;0;0;1;3;2;3;10;7;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.11.2022;104;48;3;15;1;;294;96;390;0;1;0;0;5;8;6;5;15;7;11;20;7;0;4;8;4;3;0;2;0;0;0;0;0;0;0;2;1;0;2;3;4;11;5;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;2;1;0;0;1;2;3;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.11.2022;67;47;4;7;2;1;230;106;336;0;0;1;1;3;7;5;3;7;6;6;4;7;3;7;4;2;1;0;2;0;0;0;0;0;1;0;2;0;0;1;4;2;10;6;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
03.11.2022;69;42;3;8;0;1;229;86;315;1;0;0;1;3;3;3;4;3;8;3;5;7;4;6;8;4;6;0;1;0;0;0;0;0;0;1;1;0;0;1;4;3;8;7;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
